Student ID,student_name,gender,ethincity,date_of_birth,age,by_lunch,primary_language
1195,Philip Hendrix,M,Hispanic,5/21/01,18,No,Arabic
1196,Deborah Quinn,F,Hispanic,7/23/02,17,Yes,English
1197,Joshua Calhoun,M,Hispanic,6/11/01,18,Yes,English
1198,Thomas Terry,M,White,2/4/02,17,No,Chinese
1199,James Ray,M,African_American,11/9/02,16,No,Arabic
1200,William Johnson,M,White,1/7/03,16,Yes,Chinese
1201,Laura Oneill,F,Hispanic,6/20/03,16,Yes,Arabic
1202,Lisa Delgado,F,Other,9/14/01,17,Yes,Spanish
1203,Victor Vega,M,White,12/12/01,17,Yes,Arabic
1204,Stacy Cook,F,Asian,11/29/02,16,No,Chinese
1205,Eric Smith,M,Native_American,9/7/01,17,No,Chinese
1206,Tracy Woods,M,Hispanic,1/31/03,16,No,Chinese
1207,Amy Stokes,F,Asian,11/14/03,15,No,Arabic
1208,Dr. Christina Moore,F,White,9/29/02,16,Yes,Arabic
1209,Gregory Mitchell,M,Hispanic,1/15/03,16,Yes,Arabic
1210,Jennifer Waters,F,Asian,5/23/01,18,No,English
1211,Courtney Fuller,F,African_American,9/20/03,15,No,Spanish
1212,Christopher Green,M,Native_American,9/23/02,16,Yes,Arabic
1213,Laura Richardson,F,Asian,2/7/02,17,No,Spanish
1214,Heather Chen,F,White,10/25/03,15,No,Chinese
1215,Joel Hale,M,Native_American,8/2/01,18,Yes,Arabic
1216,Justin Parks,M,Other,6/9/01,18,Yes,English
1217,Justin Meyer,M,Hispanic,9/2/03,15,No,Chinese
1218,Jay Ochoa,M,African_American,10/4/03,15,No,Arabic
1219,Paul King,M,African_American,12/8/01,17,Yes,English
1220,Amanda Chandler,F,Hispanic,10/31/02,16,No,English
1221,Angela Peterson MD,F,Native_American,6/15/01,18,No,English
1222,James Williams,M,Asian,9/25/01,17,No,Arabic
1223,Jeremiah Mcconnell,M,Asian,5/26/02,17,Yes,English
1224,Rita Salazar,F,African_American,5/28/02,17,No,Spanish
1225,Shawn Moore,M,Other,9/13/01,17,No,Arabic
1226,Holly Gallagher,F,Hispanic,9/19/01,17,Yes,Chinese
1227,Ashley Espinoza,F,African_American,1/18/02,17,No,Spanish
1228,Melissa Roach,F,Other,4/7/03,16,No,Spanish
1229,Meghan Sanders,F,Hispanic,4/24/03,16,No,Arabic
1230,Richard Griffin,M,African_American,4/12/03,16,Yes,Spanish
1231,Jonathan Cline,M,Native_American,2/15/01,18,No,English
1232,Mark Yu,M,Other,1/1/03,16,No,Spanish
1233,Michael Bishop,M,Hispanic,6/23/01,18,Yes,Arabic
1234,Katherine Anderson,F,Asian,10/26/03,15,Yes,Spanish
1235,Hannah White,F,Other,2/28/02,17,Yes,Spanish
1236,James Davis,M,Hispanic,6/11/01,18,No,Chinese
1237,Richard Gomez,M,Native_American,2/4/01,18,No,Chinese
1238,Grace Lynch,F,Other,5/9/02,17,No,English
1239,Michael Hart,M,White,6/10/01,18,Yes,Arabic
1240,Cameron Patterson,M,Asian,5/27/02,17,Yes,Arabic
1241,Melissa Lewis,F,Asian,12/14/02,16,No,Chinese
1242,Joanne Davidson,F,Native_American,3/24/02,17,No,Chinese
1243,Kelly Preston,F,Hispanic,10/11/02,16,No,Spanish
1244,Yvonne Pruitt,F,African_American,6/27/01,18,Yes,Chinese
1245,Peter Johnson,M,Hispanic,2/16/01,18,Yes,Spanish
1246,Lauren Rios,F,Native_American,6/9/01,18,No,English
1247,Timothy Davis,M,Hispanic,8/30/03,15,Yes,English
1248,Jennifer Macias,F,Other,4/21/03,16,No,Arabic
1249,Isabel Buchanan,F,White,10/11/03,15,Yes,Arabic
1250,Scott Lee,M,Native_American,10/4/01,17,No,Chinese
1251,Janice Cook,F,White,6/23/02,17,No,English
1252,Shannon Nguyen,F,Other,12/17/02,16,No,Arabic
1253,Juan Vance,M,Hispanic,12/19/02,16,Yes,Arabic
1254,Erik White,M,Native_American,12/30/02,16,No,Spanish
1255,Kimberly Stone,F,African_American,2/11/03,16,No,English
1256,Jennifer Ferguson MD,F,Hispanic,4/19/01,18,Yes,Chinese
1257,Heather Smith,F,African_American,1/2/03,16,Yes,Arabic
1258,Christian Flores,M,Hispanic,8/23/01,17,No,Spanish
1259,Tara Smith,F,Other,12/22/03,15,No,English
1260,Brent Mejia,M,White,8/1/01,18,Yes,English
1261,Glenn Stevens,M,African_American,3/16/01,18,No,English
1262,Mikayla Harvey,F,White,2/11/01,18,Yes,Arabic
1263,Hannah Moore,F,Other,11/12/02,16,No,Chinese
1264,Christina Wagner,F,Other,8/8/01,17,Yes,Spanish
1265,Joshua Huang,M,Asian,6/16/03,16,No,Spanish
1266,Samantha Moore,F,Hispanic,11/19/01,17,No,Spanish
1267,Martin Combs,M,African_American,2/5/01,18,Yes,English
1268,Katelyn Bates,F,African_American,7/17/01,18,Yes,Arabic
1269,Julian Reyes,M,Other,5/28/02,17,Yes,Chinese
1270,Michael Rios,M,White,12/28/01,17,Yes,Chinese
1271,Christopher Green,M,White,11/11/03,15,No,Spanish
1272,Brenda Carrillo,F,African_American,6/30/02,17,Yes,Arabic
1273,Robert Arias,M,Native_American,5/25/01,18,Yes,English
1274,Tanya Wolf,F,Asian,4/17/02,17,Yes,Spanish
1275,Casey Anderson,F,Native_American,2/24/01,18,Yes,Arabic
1276,Scott Castillo,M,Native_American,1/5/03,16,Yes,Chinese
1277,Sierra Gonzalez,F,Hispanic,2/10/01,18,No,English
1278,Patricia Taylor,F,White,10/29/02,16,No,Spanish
1279,Kyle Alvarado,M,White,3/7/03,16,Yes,Chinese
1280,Jeremy Manning,M,White,5/24/03,16,Yes,Chinese
1281,Benjamin Burns,M,Hispanic,2/27/02,17,No,Spanish
1282,Steven Thompson,M,Hispanic,9/22/01,17,No,Chinese
1283,Gregory Miranda,M,Native_American,6/17/03,16,No,Spanish
1284,Jessica Castro,F,Native_American,1/20/03,16,No,Chinese
1285,William Franklin,M,Native_American,8/1/03,16,No,Spanish
1286,Barbara Cardenas,F,African_American,5/24/01,18,Yes,English
1287,Gregory Graham,M,Other,10/6/03,15,No,English
1288,Tammy Mckenzie,F,White,9/13/02,16,Yes,Spanish
1289,Joshua Glenn,M,African_American,10/17/03,15,No,Chinese
1290,Amanda Myers,F,White,12/27/02,16,No,English
1291,Jerry Gonzales,M,Asian,3/13/03,16,No,English
1292,Anthony Wilson DDS,M,Hispanic,5/24/01,18,Yes,Chinese
1293,Kevin Mcbride,M,White,9/23/01,17,No,Chinese
1294,Adam Reed,M,White,10/22/01,17,No,English
1295,Clifford Kirby,M,White,4/3/01,18,No,English
1296,John Boyd,M,Hispanic,12/1/01,17,No,Spanish
1297,Dawn Bryant,F,Hispanic,8/8/01,17,No,Chinese
1298,Rebecca Washington,F,Hispanic,1/23/03,16,Yes,Arabic
1299,Katelyn Mccormick,F,Native_American,11/8/01,17,Yes,English
1300,Abigail White,F,African_American,7/3/02,17,Yes,English
1301,Timothy Brennan,M,White,4/4/03,16,No,Chinese
1302,Alyssa Williams,F,Hispanic,5/1/03,16,No,Spanish
1303,Timothy Graves,M,Asian,12/24/02,16,No,Arabic
1304,Christopher Jones,M,Asian,10/21/02,16,Yes,Arabic
1305,Joel Johnson,M,Hispanic,2/16/03,16,No,Arabic
1306,John Hill,M,Asian,4/29/01,18,No,Arabic
1307,Rebekah Rangel,F,Other,7/6/02,17,No,English
1308,Melissa Huang,F,Other,5/4/01,18,Yes,Spanish
1309,Nathan Hall,M,Hispanic,10/28/03,15,No,English
1310,Christopher Owen,M,African_American,10/5/03,15,Yes,Chinese
1311,Courtney Jimenez,F,Other,12/14/03,15,Yes,English
1312,Benjamin Carter,M,White,8/10/01,17,No,Spanish
1313,Shannon Zimmerman,F,Asian,8/29/01,17,Yes,English
1314,Nicole Wolf,F,White,7/20/03,16,No,Arabic
1315,Kevin Henry,M,Native_American,12/18/01,17,Yes,Spanish
1316,Mark Lane,M,African_American,6/22/02,17,No,Arabic
1317,Timothy Sims,M,Asian,8/21/02,16,Yes,Chinese
1318,Dr. Jessica Lopez,F,White,3/11/01,18,No,Chinese
1319,Jeffrey Robinson,M,African_American,11/4/03,15,No,Arabic
1320,Tyler Collins,M,Other,6/28/02,17,No,Spanish
1321,Alexis Roberts,F,African_American,4/20/01,18,No,Arabic
1322,Taylor Avery,F,Native_American,11/11/02,16,Yes,Arabic
1323,Mark Fitzpatrick,M,Asian,10/7/03,15,Yes,Arabic
1324,Michael Bailey,M,Asian,8/21/03,15,Yes,Arabic
1325,Ashley Guerra,F,White,5/22/03,16,Yes,Spanish
1326,Dawn Martinez,F,White,1/26/02,17,No,Arabic
1327,Rachel Perez,F,Other,9/20/01,17,Yes,Chinese
1328,Nathan Barajas,M,Other,5/3/02,17,No,Spanish
1329,David Miller Jr.,M,Native_American,5/25/02,17,Yes,Chinese
1330,William Carter,M,Asian,7/9/01,18,Yes,English
1331,Matthew Chapman,M,Hispanic,7/31/01,18,Yes,Chinese
1332,William Wells,M,Hispanic,11/21/02,16,No,Chinese
1333,William Hartman,M,African_American,7/5/02,17,No,Chinese
1334,Michael Moore,M,Native_American,9/30/01,17,Yes,English
1335,Rebecca Castro,F,Hispanic,7/28/03,16,Yes,Arabic
1336,Douglas Baker,M,Hispanic,11/27/03,15,Yes,English
1337,Pamela Bush,F,Asian,4/12/01,18,Yes,Chinese
1338,Emily Collins,F,African_American,7/9/02,17,No,Arabic
1339,John Norton,M,Native_American,5/13/03,16,No,Chinese
1340,Sherry Morales,F,Native_American,9/9/02,16,No,English
1341,Anthony Kirk,M,Native_American,8/15/02,16,Yes,English
1342,Katelyn Moore,F,Native_American,9/15/02,16,No,English
1343,Rhonda Jackson,F,African_American,12/20/02,16,Yes,Chinese
1344,Dennis Holden,M,Native_American,2/5/02,17,No,Chinese
1345,Catherine Meyers,F,African_American,11/20/03,15,Yes,English
1346,Robert Lowe,M,Hispanic,6/1/01,18,No,Arabic
1347,Rachel Ramirez,F,Asian,7/7/01,18,No,English
1348,Pamela Walker,F,African_American,6/13/01,18,Yes,Arabic
1349,Brian Arroyo,M,Asian,11/19/02,16,Yes,English
1350,Natalie Strickland,F,Native_American,8/31/02,16,No,English
1351,Kevin Khan,M,Hispanic,9/11/03,15,Yes,Spanish
1352,Cynthia May,F,Native_American,3/10/01,18,No,English
1353,Patricia Curtis,F,Native_American,7/28/02,17,No,English
1354,Ashley White,F,African_American,3/16/03,16,Yes,English
1355,Cindy Williams,F,Other,9/6/01,17,Yes,Spanish
1356,Sara Carpenter,F,African_American,2/27/01,18,Yes,Spanish
1357,Jose Murray,M,African_American,12/4/02,16,Yes,Spanish
1358,Crystal Munoz,F,Asian,9/13/02,16,Yes,English
1359,Dr. John Jones,M,White,3/1/02,17,No,Spanish
1360,Shannon Johnson,F,African_American,2/8/01,18,No,Arabic
1361,Elizabeth Bennett,F,Native_American,1/29/02,17,No,Arabic
1362,Teresa Davis,F,African_American,6/20/03,16,No,English
1363,Rachel Wilson,F,Hispanic,12/27/03,15,Yes,Chinese
1364,Ellen Parsons,F,Asian,7/22/03,16,No,Spanish
1365,Natalie Flores,F,Hispanic,3/26/03,16,No,English
1366,Brooke Anthony,F,Other,10/23/01,17,Yes,Spanish
1367,Rachael Hawkins,F,White,6/13/01,18,Yes,Spanish
1368,Richard Rodriguez,M,Native_American,5/8/03,16,Yes,Chinese
1369,Natalie Jones,F,Hispanic,5/7/02,17,Yes,Chinese
1370,Justin Raymond,M,Asian,8/6/01,17,Yes,Arabic
1371,Laurie Collins,F,Asian,5/16/03,16,Yes,Chinese
1372,Joanna Estes,F,Asian,7/30/03,16,No,Arabic
1373,Diana Mason,F,Hispanic,5/18/02,17,No,English
1374,Mary Glover,F,White,8/9/01,17,No,English
1375,David Santiago,M,Hispanic,11/9/03,15,No,English
1376,Natalie Riley,F,Asian,11/27/01,17,No,Chinese
1377,Ms. Samantha Brown,F,Hispanic,11/24/03,15,No,Arabic
1378,Denise Wilson,F,White,3/6/02,17,No,Arabic
1379,Keith Marsh,M,Hispanic,9/16/02,16,No,Chinese
1380,Katherine Oconnor,F,Hispanic,7/10/03,16,Yes,Chinese
1381,Craig Brown,M,African_American,5/8/03,16,No,Arabic
1382,Shelby Delgado,F,Asian,1/13/02,17,Yes,English
1383,Christopher Herrera,M,White,11/11/02,16,No,Spanish
1384,Anthony Burton,M,Native_American,5/12/03,16,No,Spanish
1385,David Harris,M,Hispanic,5/17/03,16,No,Arabic
1386,John Parker,M,African_American,5/5/02,17,Yes,Arabic
1387,Christopher Flores,M,White,12/7/02,16,Yes,Spanish
1388,Cassandra Ellison,F,Asian,12/25/03,15,No,English
1389,Francisco Petty,M,Hispanic,11/19/02,16,Yes,Spanish
1390,Eugene Hernandez,M,African_American,1/18/03,16,No,Arabic
1391,Amy Mora,F,Native_American,11/13/01,17,Yes,English
1392,Veronica Arnold,F,Other,7/27/02,17,Yes,Arabic
1393,Aaron Sparks,M,Hispanic,6/30/02,17,Yes,Spanish
1394,Christine Shannon,F,White,12/11/03,15,Yes,Spanish
1395,Joseph Atkinson,M,White,4/27/02,17,No,Chinese
1396,Angela Brown,F,African_American,6/7/03,16,Yes,Spanish
1397,Rachel Schwartz,F,Hispanic,1/16/02,17,No,Chinese
1398,Jack Miranda,M,Native_American,10/31/02,16,Yes,English
1399,Andrea Lopez,F,Other,8/4/02,17,No,Spanish
1400,Sharon Hudson,F,Hispanic,6/29/02,17,No,Spanish
1401,Michael Hobbs,M,Asian,8/3/03,16,Yes,Spanish
1402,Matthew Williams,M,African_American,4/28/02,17,No,Spanish
1403,Holly Hall,F,Hispanic,9/18/02,16,No,Arabic
1404,James Harris,M,Native_American,11/9/03,15,Yes,Chinese
1405,Jennifer Carpenter,F,Other,3/4/01,18,Yes,English
1406,Jennifer Lopez,F,African_American,10/18/03,15,No,Arabic
1407,Michelle Flores,F,Hispanic,1/21/03,16,Yes,Chinese
1408,Jennifer Higgins,F,Hispanic,4/9/03,16,Yes,Spanish
1409,David Allen,M,White,4/4/03,16,No,Chinese
1410,Jeffrey Perez,M,White,5/31/02,17,No,English
1411,Reginald Allen,M,African_American,5/8/03,16,Yes,Spanish
1412,Kaitlyn Hansen,F,Asian,3/4/03,16,No,Arabic
1413,Franklin Reyes,M,Other,4/12/02,17,Yes,Arabic
1414,Gerald Mcmahon,M,Other,5/9/03,16,Yes,Chinese
1415,Alison Crawford,F,White,1/4/02,17,Yes,English
1416,Michael Stevenson,M,Other,12/2/02,16,No,Chinese
1417,Donald Navarro,M,Native_American,9/27/02,16,Yes,Arabic
1418,Stephen Vasquez,M,Native_American,12/6/02,16,Yes,Arabic
1419,Tina Morrow,F,Asian,7/25/03,16,Yes,Arabic
1420,Stacy Pace,F,White,3/5/01,18,No,Arabic
1421,Heidi Robles,F,Other,11/25/02,16,Yes,Chinese
1422,Adam Small,M,Asian,11/10/03,15,Yes,Spanish
1423,David Farmer,M,Hispanic,10/10/03,15,Yes,English
1424,Jeremiah Torres,M,White,7/11/02,17,Yes,English
1425,April Gutierrez,F,African_American,7/9/01,18,Yes,Chinese
1426,Cynthia Hansen DVM,F,Hispanic,6/6/03,16,No,Spanish
1427,Rachel Miller,F,Asian,4/6/01,18,No,English
1428,Sarah Joseph,F,Hispanic,10/18/03,15,Yes,Arabic
1429,Lori Wells,F,Other,6/18/01,18,Yes,Arabic
1430,Veronica Anderson,F,White,7/28/01,18,No,Arabic
1431,Renee Mahoney,F,Native_American,8/5/01,18,No,English
1432,Megan Spence,F,Other,11/4/03,15,No,Arabic
1433,Michelle Mills,F,Hispanic,10/9/01,17,No,Arabic
1434,Rebecca Montoya MD,F,Asian,8/19/01,17,Yes,Spanish
1435,Margaret Koch,F,Native_American,6/8/03,16,No,Arabic
1436,Danny Aguirre,M,White,3/21/01,18,Yes,Chinese
1437,Cheryl Malone,F,Native_American,11/8/01,17,No,English
1438,Stacy Ramos,F,White,11/15/02,16,Yes,English
1439,Richard Lozano,M,White,1/15/01,18,Yes,Spanish
1440,Garrett Davis,M,Hispanic,9/18/03,15,No,Chinese
1441,Javier Steele,M,Native_American,8/15/01,17,No,Arabic
1442,Matthew Kerr,M,Native_American,5/9/01,18,No,English
1443,Samuel Davis,M,Hispanic,7/2/02,17,No,Arabic
1444,Stephanie Kirby,F,White,4/28/01,18,Yes,English
1445,Stephanie Burch,F,African_American,11/3/01,17,Yes,Chinese
1446,David Nguyen,M,Other,11/26/01,17,Yes,English
1447,Brandy Campbell,F,Asian,10/11/01,17,Yes,Arabic
1448,James Noble,M,African_American,12/11/02,16,Yes,Arabic
1449,Marie Bowman,F,Hispanic,4/28/02,17,No,Spanish
1450,Jennifer Henry,F,Other,4/10/01,18,No,Chinese
1451,Steven Lewis,M,Native_American,2/26/03,16,Yes,Chinese
1452,David Johnson,M,Hispanic,7/20/03,16,No,English
1453,Amy Martin,F,Asian,11/22/03,15,Yes,English
1454,Michelle Mitchell,F,Other,7/3/02,17,No,Chinese
1455,Christopher Brown,M,Hispanic,4/5/02,17,Yes,English
1456,Steven Houston,M,Native_American,9/3/02,16,Yes,Arabic
1457,Ernest Campbell,M,Asian,6/10/03,16,No,English
1458,Courtney Carlson,F,Asian,6/24/03,16,No,English
1459,James Black,M,African_American,10/19/03,15,No,Spanish
1460,Edward Spence,M,Asian,8/21/01,17,No,English
1461,Anthony Lee,M,Hispanic,2/16/03,16,Yes,English
1462,Michael Gonzales,M,White,2/10/02,17,No,Spanish
1463,Lori Figueroa,F,Native_American,9/26/01,17,No,Chinese
1464,Andrew Maynard,M,Native_American,10/18/03,15,Yes,Chinese
1465,Linda Lewis,F,Hispanic,1/31/03,16,No,Chinese
1466,Daniel Kelley,M,Hispanic,4/7/03,16,No,English
1467,Duane Hoffman,M,African_American,3/18/03,16,No,Arabic
1468,Jenny Barber,F,Asian,2/10/02,17,Yes,English
1469,Jillian Kaiser,F,White,10/2/03,15,Yes,Chinese
1470,Zoe Castro,F,Asian,1/8/03,16,No,Arabic
1471,Jamie Alvarado,F,African_American,9/19/03,15,Yes,English
1472,Kristina Pham,F,Hispanic,10/7/02,16,No,Spanish
1473,Cathy Garrett,F,Native_American,9/30/02,16,No,Arabic
1474,Albert Anderson,M,Asian,5/28/02,17,Yes,Arabic
1475,Ronald Zhang,M,Asian,11/13/03,15,Yes,English
1476,Stephanie Cole,F,Asian,6/19/02,17,Yes,Chinese
1477,Heather Johnson,F,Hispanic,4/2/03,16,Yes,Arabic
1478,Eric Ferguson,M,African_American,10/12/03,15,No,English
1479,Mark Collins,M,Asian,6/8/03,16,Yes,Spanish
1480,Pamela Taylor,F,African_American,10/16/01,17,Yes,Arabic
1481,Sarah Green,F,White,2/17/02,17,No,Chinese
1482,Carol Thomas,F,Other,7/21/03,16,No,Arabic
1483,Derek Lopez,M,African_American,4/4/02,17,No,Arabic
1484,Lisa Harrison,F,Asian,1/23/03,16,No,Spanish
1485,Kevin Mcdonald,M,Other,4/25/01,18,No,Spanish
1486,Patrick Herrera,M,African_American,9/2/02,16,Yes,Spanish
1487,Laura Hicks,F,White,5/25/01,18,Yes,English
1488,Joel Walls,M,Native_American,3/26/03,16,No,English
1489,Katherine Peterson,F,African_American,9/3/01,17,No,English
1490,Christine Allison,F,Hispanic,11/8/03,15,Yes,English
1491,Dr. Jacob Matthews,M,Asian,12/31/03,15,Yes,English
1492,Cassandra Lopez,F,White,9/21/02,16,Yes,Spanish
1493,Jeremy Mcguire,M,Other,3/28/02,17,No,Spanish
1494,Eric Reynolds,M,White,1/26/01,18,No,English
1495,Stephen Maddox,M,Native_American,3/12/01,18,Yes,English
1496,Erik Hansen,M,Other,5/7/02,17,Yes,Arabic
1497,Andrea Ramsey,F,Native_American,6/27/03,16,No,Chinese
1498,Edgar Rogers,M,Hispanic,6/23/01,18,Yes,English
1499,Ronald Evans,M,Hispanic,12/7/03,15,No,Arabic
1500,Susan Roberts,F,Hispanic,8/28/01,17,No,Chinese
1501,Janice Shah,F,Hispanic,6/18/03,16,Yes,Chinese
1502,Jon Blake,M,African_American,11/2/02,16,Yes,English
1503,Briana Castillo,F,Hispanic,1/11/01,18,Yes,Chinese
1504,Ariana Williamson,F,Native_American,7/28/02,17,Yes,Chinese
1505,Latasha Wallace,F,Hispanic,10/19/03,15,Yes,Chinese
1506,Sarah Bailey,F,Hispanic,3/29/02,17,Yes,Chinese
1507,Philip Nguyen,M,Other,9/11/01,17,Yes,English
1508,Jordan Miller,M,African_American,3/6/01,18,No,Spanish
1509,Michael Nunez,M,African_American,3/10/02,17,No,English
1510,Larry Wilson,M,Native_American,7/17/01,18,No,Arabic
1511,Eric Bush,M,White,4/30/03,16,No,Arabic
1512,Julie Cox,F,Native_American,4/14/02,17,Yes,Arabic
1513,Savannah Juarez,F,Native_American,10/19/02,16,No,English
1514,Brittney Johnston,F,Other,10/28/01,17,No,Chinese
1515,Alan Mckinney,M,Other,3/6/03,16,Yes,English
1516,Deborah Bauer,F,Other,2/24/01,18,Yes,Chinese
1517,Dr. Jacob Bell,M,Other,6/21/01,18,Yes,Chinese
1518,Donna Carter,F,White,3/15/02,17,No,Spanish
1519,Luke Cook,M,Asian,9/21/02,16,Yes,English
1520,Marcus Thomas,M,Native_American,7/9/02,17,Yes,Spanish
1521,Christopher George,M,African_American,8/2/03,16,Yes,English
1522,Chad Hill,M,Asian,2/9/03,16,Yes,Chinese
1523,Brian Johnson,M,Other,2/12/02,17,Yes,Spanish
1524,Kristin Velasquez,F,Other,7/14/01,18,Yes,Spanish
1525,Alexis Moss,F,African_American,7/1/02,17,No,Chinese
1526,Samantha Wilson,F,African_American,3/13/03,16,No,Chinese
1527,Alexander Collins,M,Other,11/11/03,15,No,Spanish
1528,Crystal Pena,F,Other,12/3/01,17,Yes,Spanish
1529,Adam Tucker,M,Other,5/24/03,16,Yes,Arabic
1530,Tiffany Mitchell,F,Hispanic,8/17/01,17,Yes,Spanish
1531,Donald Anderson,M,African_American,4/28/02,17,Yes,English
1532,Mr. Bruce Thomas,M,White,10/31/01,17,Yes,Chinese
1533,Samantha Lowe,F,White,1/25/02,17,No,Arabic
1534,Karen Zimmerman,F,Native_American,2/1/03,16,No,Spanish
1535,Jeremy Dean,M,Other,6/30/01,18,Yes,Chinese
1536,Joseph Dominguez,M,Hispanic,1/4/02,17,No,English
1537,Ronald Carpenter,M,Asian,9/17/02,16,No,Arabic
1538,Nicholas Blake,M,White,12/12/02,16,No,Spanish
1539,Dustin Atkinson,M,Native_American,7/14/03,16,Yes,English
1540,Ralph Peters,M,Other,6/1/01,18,No,Arabic
1541,Tyler Scott,M,White,7/15/01,18,Yes,English
1542,Christopher Weaver,M,Native_American,8/27/01,17,No,English
1543,Carla Jefferson,F,Asian,1/18/02,17,Yes,Chinese
1544,Sharon Davies,F,Native_American,2/9/03,16,No,Chinese
1545,Rodney Stephens,M,Other,6/9/02,17,No,English
1546,Courtney Rodriguez,F,White,4/27/01,18,No,Spanish
1547,Dawn Martinez,F,Native_American,4/16/02,17,Yes,Chinese
1548,Alicia Hernandez,F,White,2/9/02,17,Yes,Arabic
1549,Matthew Weaver,M,African_American,11/4/01,17,No,Spanish
1550,Alexa Harper,F,African_American,7/8/02,17,Yes,Arabic
1551,Danielle Matthews,F,Other,5/15/01,18,No,Chinese
1552,Taylor Orr,F,Other,12/2/03,15,Yes,Spanish
1553,Courtney Davis,F,African_American,7/10/03,16,Yes,Arabic
1554,Anita Cross,F,White,5/29/02,17,No,English
1555,Bryce Mercer,M,Hispanic,9/19/01,17,No,Spanish
1556,Andrea Haley,F,Other,3/3/01,18,Yes,Spanish
1557,Kristina Armstrong,F,Asian,7/4/01,18,Yes,Arabic
1558,Carl Peters,M,White,9/25/03,15,No,Chinese
1559,Kathryn Brown,F,Asian,5/15/03,16,Yes,Spanish
1560,Tina Jones,F,White,1/12/01,18,No,Arabic
1561,Susan Evans,F,Asian,7/11/01,18,No,Arabic
1562,William Reyes,M,Asian,1/18/01,18,No,English
1563,William Howard,M,Asian,8/7/03,15,Yes,Arabic
1564,Robert Martin MD,M,White,10/8/02,16,Yes,Spanish
1565,Kathryn Boyd,F,Asian,1/21/01,18,Yes,Arabic
1566,Michelle Hall,F,White,10/19/03,15,No,Chinese
1567,Bradley Miller,M,Hispanic,12/13/02,16,Yes,Chinese
1568,Donald Cole,M,Native_American,10/9/01,17,No,Arabic
1569,Anthony Allen,M,Native_American,2/15/03,16,No,Arabic
1570,Brett May,M,Other,9/25/02,16,No,Spanish
1571,Ryan Sanchez,M,White,10/7/01,17,No,Arabic
1572,Angel Werner,F,Asian,12/7/02,16,Yes,English
1573,Michael Small,M,African_American,10/10/01,17,Yes,Arabic
1574,Megan Conner,F,Other,11/6/01,17,Yes,Chinese
1575,Daniel Russell,M,African_American,6/19/01,18,No,English
1576,Jamie Watkins,F,Asian,11/29/02,16,No,Arabic
1577,Amber Wade,F,Asian,6/19/03,16,Yes,Arabic
1578,Laura Ford,F,African_American,5/31/02,17,No,English
1579,James Wilson,M,Other,6/25/01,18,No,Chinese
1580,Derrick Wright,M,Other,10/8/02,16,No,English
1581,Danielle Patel,F,White,7/1/01,18,Yes,English
1582,Mrs. Marcia Jones PhD,F,Native_American,10/8/01,17,No,English
1583,Sharon Blackburn,F,African_American,7/29/01,18,No,Arabic
1584,April Morgan,F,Asian,4/29/03,16,Yes,Arabic
1585,Adrian Greene,M,White,2/24/02,17,Yes,Arabic
1586,Reginald Garcia IV,M,African_American,9/23/02,16,No,English
1587,Robert Spencer,M,African_American,12/7/02,16,Yes,English
1588,Michael Abbott,M,African_American,3/7/02,17,Yes,Spanish
1589,Scott Stewart,M,Native_American,1/12/01,18,Yes,Spanish
1590,James Watts,M,African_American,7/1/03,16,Yes,English
1591,Jill Lewis,F,White,9/6/03,15,No,English
1592,Joshua Perry,M,African_American,5/6/02,17,No,Spanish
1593,Stacey Walker,F,White,10/1/01,17,Yes,English
1594,Nancy Gray,F,Native_American,12/16/01,17,Yes,Spanish
1595,Alfred Barnes,M,Asian,12/6/02,16,Yes,English
1596,Tina Morales,F,Other,8/29/02,16,No,Arabic
1597,Laura Bennett,F,Other,8/13/01,17,Yes,English
1598,John Day,M,Native_American,1/18/03,16,No,Spanish
1599,Christina Jones,F,Other,9/15/01,17,No,English
1600,Matthew Williams,M,Other,7/24/01,18,Yes,English
1601,George Lewis,M,White,3/12/01,18,Yes,English
1602,Bridget Holmes,F,Other,4/12/03,16,Yes,Arabic
1603,Mary Wong,F,African_American,5/11/03,16,Yes,Arabic
1604,David Walker,M,Hispanic,11/17/02,16,Yes,English
1605,Stephanie Miller,F,Asian,3/27/01,18,Yes,Spanish
1606,Jeremy Kirk,M,Other,8/7/02,16,Yes,Spanish
1607,Bobby Williams,M,Asian,5/4/02,17,No,Chinese
1608,Douglas Warren,M,African_American,5/20/02,17,Yes,Chinese
1609,Kevin Noble,M,Hispanic,3/23/02,17,No,Arabic
1610,Daryl Hill,M,Other,2/28/01,18,No,Arabic
1611,Sabrina Carey,F,White,9/19/01,17,Yes,English
1612,Carl Dillon,M,Hispanic,2/18/02,17,No,Chinese
1613,Daniel Johnson,M,Asian,8/15/01,17,No,Spanish
1614,Brittany Simmons,F,African_American,2/5/01,18,No,English
1615,Stephanie Harris,F,Hispanic,6/8/02,17,No,Chinese
1616,Angela Carroll,F,Native_American,2/16/01,18,No,Spanish
1617,Diana Brown,F,Asian,10/22/03,15,No,English
1618,Lonnie Burns,M,Asian,8/18/02,16,Yes,Spanish
1619,Matthew Vasquez,M,White,2/27/01,18,No,Chinese
1620,Robert Gonzalez,M,Other,2/26/01,18,Yes,Arabic
1621,Lauren Hutchinson,F,Hispanic,3/27/02,17,Yes,Chinese
1622,James Price,M,Other,5/22/02,17,No,Spanish
